original name,title,primary_name,rest_of_name,suffix,fuller_form,numbers,dates,birth date,death date,auth link,source
"Mann, Richard D. (Richard Dewey), 1933-",,Mann,Richard D.,,Richard Dewey,,b. 1933,1933,,http://id.loc.gov/authorities/names/n83163858,lcnaf
"Emrich, Richard S. M. (Richard Stanley Merrill), 1910-",,Emrich,Richard S. M.,,Richard Stanley Merrill,,b. 1910,1910,,http://id.loc.gov/authorities/names/n85347137,lcnaf
"Jones, Charles R. (Charles Reading), 1862-1944.",,Jones,Charles R.,,Charles Reading,,1862-1944,1862,1944,,lcnaf
"Rominger, Louis, 1859-1936.",,Rominger,Louis,,,,1859-1936,1859,1936,,lcnaf
"Weeks, Edward Augustus, 1898-",,Weeks,Edward Augustus,,,,b. 1898,1898,,,lcnaf
"Barton, Charles Morris.",,Barton,Charles Morris,,,,,,,,lcnaf
"Tobin, Daniel J.",,Tobin,Daniel J,,,,,,,,lcnaf
"Cavender, George.",,Cavender,George,,,,,,,http://id.loc.gov/authorities/names/n79085230,lcnaf
"Schachter, Stanley, 1922-",,Schachter,Stanley,,,,b. 1922,1922,,,lcnaf
"Griffin, Robert P. (Robert Paul), 1923-2015",,Griffin,Robert P.,,Robert Paul,,1923-2015,1923,2015,http://id.loc.gov/authorities/names/n87870687,lcnaf
"Sebrell, W. H. (William Henry), 1901-1992",,Sebrell,W. H.,,William Henry,,1901-1992,1901,1992,http://id.loc.gov/authorities/names/n81124708,lcnaf
"Morgan, Elisha.",,Morgan,Elisha,,,,,,,,lcnaf
"Church, Michael P., 1907-",,Church,Michael P.,,,,b. 1907,1907,,,lcnaf
"James, Howard M.",,James,Howard M,,,,,,,http://id.loc.gov/authorities/names/n2006055612,lcnaf
"Burrows, Edgar G.",,Burrows,Edgar G,,,,,,,,lcnaf
"Sumner, Charles, 1811-1874.",,Sumner,Charles,,,,1811-1874,1811,1874,http://id.loc.gov/authorities/names/n81057079,lcnaf
"Ehrmann, Howard Meredith, 1898-",,Ehrmann,Howard Meredith,,,,b. 1898,1898,,,lcnaf
"Tappan, Henry Philip, 1805-1881.",,Tappan,Henry Philip,,,,1805-1881,1805,1881,http://id.loc.gov/authorities/names/n79061314,lcnaf
"Giffels, W. C.",,Giffels,W. C,,,,,,,,lcnaf
"Witthoft, John.",,Witthoft,John,,,,,,,http://id.loc.gov/authorities/names/nr93005836,lcnaf
"White, William Allen, 1868-1944.",,White,William Allen,,,,1868-1944,1868,1944,http://id.loc.gov/authorities/names/n78096905,lcnaf
"Wagner, John Addington, 1914-",,Wagner,John Addington,,,,b. 1914,1914,,,lcnaf
"Talmadge, Herman E. (Herman Eugene), 1913-2002.",,Talmadge,Herman E.,,Herman Eugene,,1913-2002,1913,2002,http://id.loc.gov/authorities/names/n80002583,lcnaf
"Maynard, Olivia.",,Maynard,Olivia,,,,,,,,lcnaf
"Sager, Herb.",,Sager,Herb,,,,,,,,lcnaf
"Colburn, Sherwood.",,Colburn,Sherwood,,,,,,,,lcnaf
"Krasny, Walter.",,Krasny,Walter,,,,,,,,lcnaf
"Franklin, Vaughn.",,Franklin,Vaughn,,,,,,,,lcnaf
"Nevins, William S., b. 1829.",,Nevins,William S.,,,,b. 1829,1829,,,lcnaf
"Ratigan, William.",,Ratigan,William,,,,,,,http://id.loc.gov/authorities/names/no2002102185,lcnaf
"Humphrey, Hugh.",,Humphrey,Hugh,,,,,,,http://id.loc.gov/authorities/names/n81121660,lcnaf
"Dawson, John P., 1902-1985.",,Dawson,John P.,,,,1902-1985,1902,1985,http://id.loc.gov/authorities/names/n79122485,lcnaf
"Graham, Chester A. (Chester Arthur), 1892-",,Graham,Chester A.,,Chester Arthur,,b. 1892,1892,,,lcnaf
"Cook, Ann Bradford.",,Cook,Ann Bradford,,,,,,,,lcnaf
"Ferris, Woodbridge Nathan, 1853-1928.",,Ferris,Woodbridge Nathan,,,,1853-1928,1853,1928,,lcnaf
"Ovshinsky, Stanford R.",,Ovshinsky,Stanford R,,,,,,,http://id.loc.gov/authorities/names/n85078870,lcnaf
"Rusk, Dean, 1909-1994",,Rusk,Dean,,,,1909-1994,1909,1994,http://id.loc.gov/authorities/names/n80013000,lcnaf
"Larson, Laurence Marcellus, 1868-1938.",,Larson,Laurence Marcellus,,,,1868-1938,1868,1938,http://id.loc.gov/authorities/names/n50039259,lcnaf
"Kenny, Elizabeth, 1886-1952.",,Kenny,Elizabeth,,,,1886-1952,1886,1952,http://id.loc.gov/authorities/names/n80037749,lcnaf
"Palmer, Milton R., 1878-",,Palmer,Milton R.,,,,b. 1878,1878,,,lcnaf
"Mitchell, Richard P. (Richard Paul), 1925-",,Mitchell,Richard P.,,Richard Paul,,b. 1925,1925,,http://id.loc.gov/authorities/names/n83187553,lcnaf
"Kleiner, A. Robert",,Kleiner,A. Robert,,,,,,,,lcnaf
"Palmer, Charles Henry, 1814-1887.",,Palmer,Charles Henry,,,,1814-1887,1814,1887,,lcnaf
"Aswad, Barbara C.",,Aswad,Barbara C,,,,,,,http://id.loc.gov/authorities/names/nr95026222,lcnaf
"Hopkins, Albert J. (Albert Jarvis), 1846-1922.",,Hopkins,Albert J.,,Albert Jarvis,,1846-1922,1846,1922,http://id.loc.gov/authorities/names/no95032798,lcnaf
"Winslow, Erving, 1839-1922.",,Winslow,Erving,,,,1839-1922,1839,1922,http://id.loc.gov/authorities/names/n90721941,lcnaf
"Robinson, C. J.",,Robinson,C. J,,,,,,,,lcnaf
"Johnson, Axel Petrus, 1878-1952.",,Johnson,Axel Petrus,,,,1878-1952,1878,1952,,lcnaf
"Harllee, William Curry, 1877-1944.",,Harllee,William Curry,,,,1877-1944,1877,1944,http://id.loc.gov/authorities/names/n85237246,lcnaf
"Barnes, Russell Curtis, 1897-",,Barnes,Russell Curtis,,,,b. 1897,1897,,,lcnaf
"McCracken, Elizabeth.",,McCracken,Elizabeth,,,,,,,http://id.loc.gov/authorities/names/n92111648,lcnaf
"Gillette, Genevieve, 1898-",,Gillette,Genevieve,,,,b. 1898,1898,,,lcnaf
"Dix, Dorothea Lynde, 1802-1887.",,Dix,Dorothea Lynde,,,,1802-1887,1802,1887,http://id.loc.gov/authorities/names/n50029859,lcnaf
"Aiton, Arthur Scott, 1894-1955.",,Aiton,Arthur Scott,,,,1894-1955,1894,1955,,lcnaf
"Francis, Nancy C.",,Francis,Nancy C,,,,,,,,lcnaf
"Gounod, Charles, 1818-1893.",,Gounod,Charles,,,,1818-1893,1818,1893,http://id.loc.gov/authorities/names/n79107989,lcnaf
"Montgomery, Patricia Clancy, 1934-",,Montgomery,Patricia Clancy,,,,b. 1934,1934,,http://id.loc.gov/authorities/names/n88638531,lcnaf
"Jeffries, Edward, 1900-1950",,Jeffries,Edward,,,,1900-1950,1900,1950,http://id.loc.gov/authorities/names/n96021654,lcnaf
"Notestein, Wallace, 1878-1969.",,Notestein,Wallace,,,,1878-1969,1878,1969,http://id.loc.gov/authorities/names/n50022836,lcnaf
"Scott, Fred Newton",,Scott,Fred Newton,,,,,,,,lcnaf
"Dancy, John C. (John Campbell), 1888-1968.",,Dancy,John C.,,John Campbell,,1888-1968,1888,1968,http://id.loc.gov/authorities/names/n92054289,lcnaf
"Kleiner, A. Robert, 1916-",,Kleiner,A. Robert,,,,b. 1916,1916,,,lcnaf
"DeGaetano, Armand L.",,DeGaetano,Armand L,,,,,,,,lcnaf
"Towsley, Frank A., 1858-1919.",,Towsley,Frank A.,,,,1858-1919,1858,1919,,lcnaf
"Carr, H. B.",,Carr,H. B,,,,,,,,lcnaf
"Dirksen, Everett McKinley.",,Dirksen,Everett McKinley,,,,,,,http://id.loc.gov/authorities/names/n50025549,lcnaf
"Williams, Charles David, 1860-1923.",,Williams,Charles David,,,,1860-1923,1860,1923,http://id.loc.gov/authorities/names/no2003056349,lcnaf
"LaFetra, Linnaeus Edford, 1868-",,LaFetra,Linnaeus Edford,,,,b. 1868,1868,,,lcnaf
"Dolbear, A. E. (Amos Emerson), 1837-1910.",,Dolbear,A. E.,,Amos Emerson,,1837-1910,1837,1910,http://id.loc.gov/authorities/names/n90635143,lcnaf
"Radzialowski, Thaddeus Casmir.",,Radzialowski,Thaddeus Casmir,,,,,,,http://id.loc.gov/authorities/names/n86021733,lcnaf
"Walcott, Jesse P., 1893-",,Walcott,Jesse P.,,,,b. 1893,1893,,,lcnaf
"Guinan, James.",,Guinan,James,,,,,,,,lcnaf
"Araneta, Salvador.",,Araneta,Salvador,,,,,,,,lcnaf
"Rinsey, George, 1881-",,Rinsey,George,,,,b. 1881,1881,,,lcnaf
"Baber, George W. (George Wilbur), 1898-1970.",,Baber,George W.,,George Wilbur,,1898-1970,1898,1970,,lcnaf
"Spaulding, Jay Earle, b.1894.",,Spaulding,Jay Earle,,,,b. 1894,1894,,,lcnaf
"Allin, Cephas Daniel, 1875-1927.",,Allin,Cephas Daniel,,,,1875-1927,1875,1927,,lcnaf
"Blanchard, James J., 1942-",,Blanchard,James J.,,,,b. 1942,1942,,http://id.loc.gov/authorities/names/n85203480,lcnaf
"MacAdam, Barbara, 1947-",,MacAdam,Barbara,,,,b. 1947,1947,,http://id.loc.gov/authorities/names/n93015403,lcnaf
"Fleming, Arthur.",,Fleming,Arthur,,,,,,,,lcnaf
"Kemble, Edwin C. (Edwin Crawford), 1889-",,Kemble,Edwin C.,,Edwin Crawford,,b. 1889,1889,,http://id.loc.gov/authorities/names/n84803736,lcnaf
"Takai, Shigeo William.",,Takai,Shigeo William,,,,,,,,lcnaf
"Woodward, Augustus B. (Augustus Brevoort), d. 1827.",,Woodward,Augustus B.,,Augustus Brevoort,,d. 1827,,1827,,lcnaf
"Stanley, Augustus Owsley, 1867-1958.",,Stanley,Augustus Owsley,,,,1867-1958,1867,1958,http://id.loc.gov/authorities/names/n2005078678,lcnaf
"Davidson, O. C.",,Davidson,O. C,,,,,,,,lcnaf
"Thomson, James Francis, 1892-",,Thomson,James Francis,,,,b. 1892,1892,,,lcnaf
"Van den Broek, John Abraham, 1885-",,Van den Broek,John Abraham,,,,b. 1885,1885,,,lcnaf
"Hinsdale, Albert, 1809-1882.",,Hinsdale,Albert,,,,1809-1882,1809,1882,,lcnaf
"Browne, Sarah Mills Gayley.",,Browne,Sarah Mills Gayley,,,,,,,,lcnaf
"Patton, John, 1850-1907.",,Patton,John,,,,1850-1907,1850,1907,http://id.loc.gov/authorities/names/n88655160,lcnaf
"Ransom, Epaphroditus, 1797-1859.",,Ransom,Epaphroditus,,,,1797-1859,1797,1859,,lcnaf
"Spencer, Sheldon.",,Spencer,Sheldon,,,,,,,,lcnaf
"McCurdy, Allan.",,McCurdy,Allan,,,,,,,,lcnaf
"Jung, Harry A.",,Jung,Harry A,,,,,,,,lcnaf
"Sample, S. W.",,Sample,S. W,,,,,,,,lcnaf
"Lefevere, Peter Paul, 1804-1869.",,Lefevere,Peter Paul,,,,1804-1869,1804,1869,,lcnaf
"Bullard, Perry.",,Bullard,Perry,,,,,,,,lcnaf
"Herdman, Nan.",,Herdman,Nan,,,,,,,,lcnaf
"Gordus, Jeanne P.",,Gordus,Jeanne P,,,,,,,http://id.loc.gov/authorities/names/n79132680,lcnaf
"Zweifler, Ruth.",,Zweifler,Ruth,,,,,,,,lcnaf
"Burks, Arthur W. (Arthur Walter), 1915-",,Burks,Arthur W.,,Arthur Walter,,b. 1915,1915,,,lcnaf
"Hughes, Percy, 1872-1952.",,Hughes,Percy,,,,1872-1952,1872,1952,,lcnaf
"Douglas, Samuel Townsend, 1853-1932.",,Douglas,Samuel Townsend,,,,1853-1932,1853,1932,,lcnaf
"Carlson, John Roy.",,Carlson,John Roy,,,,,,,,lcnaf
"DeLano, Fred H., 1916-",,DeLano,Fred H.,,,,b. 1916,1916,,,lcnaf
"Washington, Booker T., 1856-1915.",,Washington,Booker T.,,,,1856-1915,1856,1915,http://id.loc.gov/authorities/names/n79063604,lcnaf
"Forrestal, James, 1892-1949.",,Forrestal,James,,,,1892-1949,1892,1949,http://id.loc.gov/authorities/names/n86114299,lcnaf
"Goodman, Grant K.",,Goodman,Grant K,,,,,,,,lcnaf
"Santayana, George, 1863-1952.",,Santayana,George,,,,1863-1952,1863,1952,http://id.loc.gov/authorities/names/n79043580,lcnaf
"Roosevelt, Robert Barnwell, 1829-1906.",,Roosevelt,Robert Barnwell,,,,1829-1906,1829,1906,http://id.loc.gov/authorities/names/n84162084,lcnaf
"MacDougal, Ron.",,MacDougal,Ron,,,,,,,,lcnaf
"Milio, Nancy.",,Milio,Nancy,,,,,,,http://id.loc.gov/authorities/names/n80132939,lcnaf
"Adams, James Truslow, 1878-1949.",,Adams,James Truslow,,,,1878-1949,1878,1949,http://id.loc.gov/authorities/names/n50036853,lcnaf
"Kyles, Samuel.",,Kyles,Samuel,,,,,,,,lcnaf
"Comstock, William Alfred, 1877-1949.",,Comstock,William Alfred,,,,1877-1949,1877,1949,http://id.loc.gov/authorities/names/no2008182100,lcnaf
"Cumbey, Constance E.",,Cumbey,Constance E,,,,,,,http://id.loc.gov/authorities/names/n84023212,lcnaf
"Rodgers, Patricia.",,Rodgers,Patricia,,,,,,,,lcnaf
"King, James Ferguson, 1913-1983.",,King,James Ferguson,,,,1913-1983,1913,1983,http://id.loc.gov/authorities/names/no2012095160,lcnaf
"Schweitzer, Albert, 1875-1965.",,Schweitzer,Albert,,,,1875-1965,1875,1965,http://id.loc.gov/authorities/names/n79090055,lcnaf
"Cooley, Mortimer E., 1855-1946.",,Cooley,Mortimer E.,,,,1855-1946,1855,1946,,lcnaf
"Roosevelt, Amy.",,Roosevelt,Amy,,,,,,,,lcnaf
"Ryder, Alfred G., 1841-1863.",,Ryder,Alfred G.,,,,1841-1863,1841,1863,,lcnaf
"Waldron, Henry, 1819-1880.",,Waldron,Henry,,,,1819-1880,1819,1880,,lcnaf
"Sink, Alva Joanna Gordon.",,Sink,Alva Joanna Gordon,,,,,,,,lcnaf
"McElrath, Ah Quon, 1915-",,McElrath,Ah Quon,,,,b. 1915,1915,,,lcnaf
"Zavala, Silvio Arturo, 1909-2014.",,Zavala,Silvio Arturo,,,,1909-2014,1909,2014,http://id.loc.gov/authorities/names/n50017388,lcnaf
"McKay, Frank D., 1883-1965.",,McKay,Frank D.,,,,1883-1965,1883,1965,,lcnaf
"Kent, W. Wallace (William Wallace), 1916-1973.",,Kent,W. Wallace,,William Wallace,,1916-1973,1916,1973,,lcnaf
"Poling, Daniel A. (Daniel Alfred), 1884-1968.",,Poling,Daniel A.,,Daniel Alfred,,1884-1968,1884,1968,http://id.loc.gov/authorities/names/n90701063,lcnaf
"Brewer, Dwight J.",,Brewer,Dwight J,,,,,,,,lcnaf
"Muskie, Edmund S., 1914-1996",,Muskie,Edmund S.,,,,1914-1996,1914,1996,http://id.loc.gov/authorities/names/n79118912,lcnaf
"Peppler, Orrin H., 1899-",,Peppler,Orrin H.,,,,b. 1899,1899,,,lcnaf
"Gillespie, George De Normandie, 1819-1909.",,Gillespie,George De Normandie,,,,1819-1909,1819,1909,,lcnaf
"Raab, Arthur E.",,Raab,Arthur E,,,,,,,,lcnaf
"Doan, Leland Ira, 1894-1974.",,Doan,Leland Ira,,,,1894-1974,1894,1974,http://id.loc.gov/authorities/names/no2008190015,lcnaf
"Eckstein, Ruth.",,Eckstein,Ruth,,,,,,,,lcnaf
"Chase, Alberta.",,Chase,Alberta,,,,,,,,lcnaf
"Shapiro, Harold T., 1935-",,Shapiro,Harold T.,,,,b. 1935,1935,,http://id.loc.gov/authorities/names/n84041141,lcnaf
"Matthaei, Frederick Carl, 1925-",,Matthaei,Frederick Carl,,,,b. 1925,1925,,,lcnaf
"Ames, Herman Vandenburg, 1865-1935.",,Ames,Herman Vandenburg,,,,1865-1935,1865,1935,http://id.loc.gov/authorities/names/n50021584,lcnaf
"Billup, Edward Lee.",,Billup,Edward Lee,,,,,,,,lcnaf
"Johnson, Emory R. (Emory Richard), 1864-1950.",,Johnson,Emory R.,,Emory Richard,,1864-1950,1864,1950,http://id.loc.gov/authorities/names/no92014616,lcnaf
"Veltman, Martinus.",,Veltman,Martinus,,,,,,,,lcnaf
"Solomon, Samuel R.",,Solomon,Samuel R,,,,,,,,lcnaf
"Miller, Freeman D. (Freeman Devold), 1909-2000",,Miller,Freeman D.,,Freeman Devold,,1909-2000,1909,2000,http://id.loc.gov/authorities/names/n89611470,lcnaf
"Rockwell, George Lincoln, 1918-1967.",,Rockwell,George Lincoln,,,,1918-1967,1918,1967,http://id.loc.gov/authorities/names/n79055074,lcnaf
"Hall, Frank A., 1894-1972.",,Hall,Frank A.,,,,1894-1972,1894,1972,,lcnaf
"Luce, Clare Boothe, 1903-1987.",,Luce,Clare Boothe,,,,1903-1987,1903,1987,http://id.loc.gov/authorities/names/n50048840,lcnaf
"Jenkins, Walter.",,Jenkins,Walter,,,,,,,,lcnaf
"Colfax, Schuyler, 1823-1885.",,Colfax,Schuyler,,,,1823-1885,1823,1885,http://id.loc.gov/authorities/names/n85335914,lcnaf
"Williams, George Palmer, 1802-1881.",,Williams,George Palmer,,,,1802-1881,1802,1881,http://id.loc.gov/authorities/names/nr2005027879,lcnaf
"Rinehart, Mary Roberts, 1876-1958.",,Rinehart,Mary Roberts,,,,1876-1958,1876,1958,http://id.loc.gov/authorities/names/n78078535,lcnaf
"Taylor, Elizabeth Ann Gurney.",,Taylor,Elizabeth Ann Gurney,,,,,,,,lcnaf
"Minor, Donald Ellis.",,Minor,Donald Ellis,,,,,,,,lcnaf
"Nims, Richard, 1917-1994.",,Nims,Richard,,,,1917-1994,1917,1994,,lcnaf
"Biddle, Francis, 1886-1968.",,Biddle,Francis,,,,1886-1968,1886,1968,http://id.loc.gov/authorities/names/n79054161,lcnaf
"Curtenius, Frederick W., 1806-1883.",,Curtenius,Frederick W.,,,,1806-1883,1806,1883,,lcnaf
"Martindale, Frederick C.",,Martindale,Frederick C,,,,,,,http://id.loc.gov/authorities/names/no97067271,lcnaf
"Simons, Charles S.",,Simons,Charles S,,,,,,,,lcnaf
"DuBois, David Graham.",,DuBois,David Graham,,,,,,,,lcnaf
"Dunn, Nettie.",,Dunn,Nettie,,,,,,,,lcnaf
"Burt, Flora, collector.",,Burt,Flora,collector,,,,,,,lcnaf
"Langford, Richard, 1826-1909.",,Langford,Richard,,,,1826-1909,1826,1909,,lcnaf
"Harkness, Douglas Scott, 1903-",,Harkness,Douglas Scott,,,,b. 1903,1903,,,lcnaf
"Chang, Wyszie Shionyu.",,Chang,Wyszie Shionyu,,,,,,,,lcnaf
"Lengel, William C. (William Charles), 1888-1965.",,Lengel,William C.,,William Charles,,1888-1965,1888,1965,http://id.loc.gov/authorities/names/no91014603,lcnaf
"Shearer, James, 1823-1896.",,Shearer,James,,,,1823-1896,1823,1896,,lcnaf
"Evans, John Wainwright, 1909-",,Evans,John Wainwright,,,,b. 1909,1909,,,lcnaf
"Spencer, Chauncey E., 1906-",,Spencer,Chauncey E.,,,,b. 1906,1906,,,lcnaf
"Wallenberg, Raoul, 1912-1947.",,Wallenberg,Raoul,,,,1912-1947,1912,1947,http://id.loc.gov/authorities/names/n79125870,lcnaf
"VanOstenburg, Neal.",,VanOstenburg,Neal,,,,,,,,lcnaf
"Coors, D. Stanley, 1889-",,Coors,D. Stanley,,,,b. 1889,1889,,,lcnaf
"Cohen, Carl, 1931-",,Cohen,Carl,,,,b. 1931,1931,,,lcnaf
"Pettee, William Henry, 1838-1904.",,Pettee,William Henry,,,,1838-1904,1838,1904,http://id.loc.gov/authorities/names/n85369282,lcnaf
"Morrow, Dwight W. (Dwight Whitney), 1873-1931.",,Morrow,Dwight W.,,Dwight Whitney,,1873-1931,1873,1931,http://id.loc.gov/authorities/names/n85314577,lcnaf
"Krebs, M. (Michelle)",,Krebs,M.,,Michelle,,,,,http://id.loc.gov/authorities/names/n92036691,lcnaf
"Neumeier, Matthew",,Neumeier,Matthew,,,,,,,,lcnaf
"Howard, Henry, 1833-1894.",,Howard,Henry,,,,1833-1894,1833,1894,,lcnaf
"DeWeese, Paul N.",,DeWeese,Paul N,,,,,,,,lcnaf
"Loeb, Richard A., 1905-1936.",,Loeb,Richard A.,,,,1905-1936,1905,1936,http://id.loc.gov/authorities/names/n50048217,lcnaf
"Harts, William.",,Harts,William,,,,,,,,lcnaf
"Bigelow, Martha Mitchell, 1921-",,Bigelow,Martha Mitchell,,,,b. 1921,1921,,http://id.loc.gov/authorities/names/n91062733,lcnaf
"Mather, Samuel, 1851-1931.",,Mather,Samuel,,,,1851-1931,1851,1931,http://id.loc.gov/authorities/names/n93019768,lcnaf
"Carlisle, William.",,Carlisle,William,,,,,,,,lcnaf
"Knox, Frank, 1874-1944.",,Knox,Frank,,,,1874-1944,1874,1944,http://id.loc.gov/authorities/names/n86034285,lcnaf
"Parker, Lucy.",,Parker,Lucy,,,,,,,,lcnaf
"Humphrey, Hubert H. (Hubert Horatio), 1911-1978.",,Humphrey,Hubert H.,,Hubert Horatio,,1911-1978,1911,1978,http://id.loc.gov/authorities/names/n79026910,lcnaf
"Shurly, Burt Russell, 1871-",,Shurly,Burt Russell,,,,b. 1871,1871,,,lcnaf
"Schoolcraft, Henry Rowe, 1793-1864.",,Schoolcraft,Henry Rowe,,,,1793-1864,1793,1864,http://id.loc.gov/authorities/names/n50002814,lcnaf
"Hemans, Charles Fitch, 1896-",,Hemans,Charles Fitch,,,,b. 1896,1896,,,lcnaf
"Potts, Robert L.",,Potts,Robert L,,,,,,,,lcnaf
"Kelsey, Francis W. (Francis Willey), b. 1858.",,Kelsey,Francis W.,,Francis Willey,,b. 1858,1858,,,lcnaf
"Thomas, Steven Van Renssler, 1831-1905.",,Thomas,Steven Van Renssler,,,,1831-1905,1831,1905,,lcnaf
"Gilmore, Eugene Allen, 1871-1953.",,Gilmore,Eugene Allen,,,,1871-1953,1871,1953,http://id.loc.gov/authorities/names/nr96019541,lcnaf
"Dreyfuss, Allan L., 1919-2011.",,Dreyfuss,Allan L.,,,,1919-2011,1919,2011,,lcnaf
"Hatch, Henry.",,Hatch,Henry,,,,,,,,lcnaf
"Tchaikovsky, Peter Ilich, 1840-1893.",,Tchaikovsky,Peter Ilich,,,,1840-1893,1840,1893,http://id.loc.gov/authorities/names/n79072979,lcnaf
"Bisbee, Leland S.",,Bisbee,Leland S,,,,,,,,lcnaf
"Jones, Thankful O. (Thankful Olivia), 1814-1894.",,Jones,Thankful O.,,Thankful Olivia,,1814-1894,1814,1894,,lcnaf
"Campbell, Ruth.",,Campbell,Ruth,,,,,,,,lcnaf
"Worcester, Nanon Fay Leas.",,Worcester,Nanon Fay Leas,,,,,,,,lcnaf
"Palmer, William B.",,Palmer,William B,,,,,,,,lcnaf
"Davis, Kenneth P. (Kenneth Pickett), 1906-",,Davis,Kenneth P.,,Kenneth Pickett,,b. 1906,1906,,http://id.loc.gov/authorities/names/n82221228,lcnaf
"Durfee, Edgar Noble, 1882-1952.",,Durfee,Edgar Noble,,,,1882-1952,1882,1952,,lcnaf
"Foltz, Jonathan Messersmith, 1810-1877.",,Foltz,Jonathan Messersmith,,,,1810-1877,1810,1877,http://id.loc.gov/authorities/names/n2006065090,lcnaf
"Thomas, Ambroise, 1811-1896.",,Thomas,Ambroise,,,,1811-1896,1811,1896,http://id.loc.gov/authorities/names/n83174781,lcnaf
"Piaget, Jean, 1896-1980",,Piaget,Jean,,,,1896-1980,1896,1980,http://id.loc.gov/authorities/names/n78093533,lcnaf
"O'Brien, John J.",,O'Brien,John J,,,,,,,,lcnaf
"Kasha, Michael, 1920-",,Kasha,Michael,,,,b. 1920,1920,,http://id.loc.gov/authorities/names/n90684711,lcnaf
"Carmichael, Leonard, 1898-1973",,Carmichael,Leonard,,,,1898-1973,1898,1973,http://id.loc.gov/authorities/names/n50032465,lcnaf
"Bailey, Vernon Howe, 1874-1953.",,Bailey,Vernon Howe,,,,1874-1953,1874,1953,http://id.loc.gov/authorities/names/no2003036753,lcnaf
"Durant, William Crapo, 1861-1947.",,Durant,William Crapo,,,,1861-1947,1861,1947,http://id.loc.gov/authorities/names/n79138572,lcnaf
"Breckinbridge, John Bayne, 1913-",,Breckinbridge,John Bayne,,,,b. 1913,1913,,,lcnaf
"Ringer, William Raimond, 1898-1973.",,Ringer,William Raimond,,,,1898-1973,1898,1973,http://id.loc.gov/authorities/names/no2011194048,lcnaf
"Cotter, William Edward, 1893-1957.",,Cotter,William Edward,,,,1893-1957,1893,1957,,lcnaf
"Tate, Jack B., 1902-",,Tate,Jack B.,,,,b. 1902,1902,,,lcnaf
"Stevens, Kenneth Molyneaux, 1892-",,Stevens,Kenneth Molyneaux,,,,b. 1892,1892,,,lcnaf
"Tappan, Julia Livingston.",,Tappan,Julia Livingston,,,,,,,,lcnaf
"Rucknagel, Donald L.",,Rucknagel,Donald L,,,,,,,http://id.loc.gov/authorities/names/n85279418,lcnaf
"Pease, Theodore Calvin, 1887-1948.",,Pease,Theodore Calvin,,,,1887-1948,1887,1948,http://id.loc.gov/authorities/names/n85808678,lcnaf
"Youtz, Frances May Leffler, 1897-1975.",,Youtz,Frances May Leffler,,,,1897-1975,1897,1975,,lcnaf
"Arnold, Melvin Luxton, 1913-",,Arnold,Melvin Luxton,,,,b. 1913,1913,,,lcnaf
"Jickling, Clare Mason.",,Jickling,Clare Mason,,,,,,,,lcnaf
"Oxnam, G. Bromley (Garfield Bromley), 1891-1963.",,Oxnam,G. Bromley,,Garfield Bromley,,1891-1963,1891,1963,http://id.loc.gov/authorities/names/n90659233,lcnaf
"Foss, Sam Walter, 1858-1911.",,Foss,Sam Walter,,,,1858-1911,1858,1911,http://id.loc.gov/authorities/names/n85046473,lcnaf
"Lodge, John Davis, 1903-1985.",,Lodge,John Davis,,,,1903-1985,1903,1985,http://id.loc.gov/authorities/names/no89017529,lcnaf
"Bliss, Tasker Howard, 1853-1930.",,Bliss,Tasker Howard,,,,1853-1930,1853,1930,http://id.loc.gov/authorities/names/n96006766,lcnaf
"Reichle, Lewis.",,Reichle,Lewis,,,,,,,,lcnaf
"Strawn, Silas Hardy, 1866-1946",,Strawn,Silas Hardy,,,,1866-1946,1866,1946,http://id.loc.gov/authorities/names/n85814928,lcnaf
"Close, Edward Bennett, 1882-1955.",,Close,Edward Bennett,,,,1882-1955,1882,1955,,lcnaf
"Teagle, Walter C. (Walter Clark), 1878-1962",,Teagle,Walter C.,,Walter Clark,,1878-1962,1878,1962,http://id.loc.gov/authorities/names/nr94014360,lcnaf
"So, Sara Armstrong.",,So,Sara Armstrong,,,,,,,,lcnaf
"King, Coretta Scott, 1927-2006",,King,Coretta Scott,,,,1927-2006,1927,2006,http://id.loc.gov/authorities/names/n50049525,lcnaf
"Adams, Randolph Greenfield, 1892-1951.",,Adams,Randolph Greenfield,,,,1892-1951,1892,1951,http://id.loc.gov/authorities/names/n89613731,lcnaf
"Galamian, Ivan.",,Galamian,Ivan,,,,,,,http://id.loc.gov/authorities/names/n81132099,lcnaf
"Knapp, Margaret Holsolter.",,Knapp,Margaret Holsolter,,,,,,,,lcnaf
"Jakubowski, Waclaw S.",,Jakubowski,Waclaw S,,,,,,,,lcnaf
"Sheppard, Morris, 1875-1941.",,Sheppard,Morris,,,,1875-1941,1875,1941,http://id.loc.gov/authorities/names/n99830339,lcnaf
"Whittemore, Lewis Bliss, 1885-",,Whittemore,Lewis Bliss,,,,b. 1885,1885,,,lcnaf
"Bishop, Dorothy H. (Dorothy Hubbard), ca. 1910-",,Bishop,Dorothy H.,,Dorothy Hubbard,,b. 1910,1910,,,lcnaf
Hippocrates.,,,Hippocrates,,,,,,,,lcnaf
"Smith, Robert R.",,Smith,Robert R,,,,,,,,lcnaf
"Hughes, Rupert, 1872-1956.",,Hughes,Rupert,,,,1872-1956,1872,1956,http://id.loc.gov/authorities/names/n86012047,lcnaf
